sigma		mu		energy
1.012		1.86		12.8523
1.012		1.88		14.8333
1.012		1.9		13.3973
1.012		1.92		15.472
1.012		1.94		15.686
1.012		1.96		16.8728
1.012		1.98		17.2791
1.031		0		-0.263151
1.031		0.02		-0.297548
1.031		0.04		-0.270831
1.031		0.06		-0.254519
1.031		0.08		-0.21881
1.031		0.1		-0.228101
1.031		0.12		-0.232268
1.031		0.14		-0.227096
1.031		0.16		-0.299852
1.031		0.18		-0.263553
1.031		0.2		-0.268728
1.031		0.22		-0.288246
1.031		0.24		-0.222431
1.031		0.26		-0.230263
1.031		0.28		-0.220202
1.031		0.3		-0.269905
1.031		0.32		-0.232611
1.031		0.34		-0.196281
1.031		0.36		-0.231702
1.031		0.38		-0.277147
1.031		0.4		-0.229139
1.031		0.42		-0.204235
1.031		0.44		-0.221277
1.031		0.46		-0.0697766
1.031		0.48		-0.138568
1.031		0.5		-0.239846
1.031		0.52		-0.160329
1.031		0.54		-0.185975
1.031		0.56		-0.0963067
1.031		0.58		-0.154773
1.031		0.6		-0.10851
1.031		0.62		-0.0953037
1.031		0.64		-0.0804578
1.031		0.66		-0.0589052
1.031		0.68		-0.0306687
1.031		0.7		-0.0627481
1.031		0.72		0.0536971
1.031		0.74		0.0503383
1.031		0.76		0.051639
1.031		0.78		0.0442683
1.031		0.8		0.264755
1.031		0.82		0.224982
1.031		0.84		0.127033
1.031		0.86		0.479101
1.031		0.88		0.439573
1.031		0.9		0.503352
1.031		0.92		0.431818
1.031		0.94		0.390689
1.031		0.96		0.722376
1.031		0.98		0.620353
1.031		1		1.1956
1.031		1.02		1.00511
1.031		1.04		0.79387
1.031		1.06		1.21274
1.031		1.08		1.1987
1.031		1.1		1.5142
1.031		1.12		1.60911
1.031		1.14		1.42821
1.031		1.16		1.94532
1.031		1.18		1.60543
1.031		1.2		2.298
1.031		1.22		2.35378
1.031		1.24		2.77375
1.031		1.26		2.43085
1.031		1.28		2.51949
1.031		1.3		3.3281
1.031		1.32		3.29831
1.031		1.34		3.52462
1.031		1.36		3.62108
1.031		1.38		3.81455
1.031		1.4		3.79689
1.031		1.42		4.30422
1.031		1.44		4.52319
1.031		1.46		5.11013
1.031		1.48		5.40341
1.031		1.5		5.75688
1.031		1.52		5.32594
1.031		1.54		6.29734
1.031		1.56		6.94547
1.031		1.58		6.10636
1.031		1.6		7.86488
1.031		1.62		7.38487
1.031		1.64		8.41097
1.031		1.66		8.38599
1.031		1.68		9.15994
1.031		1.7		9.18911
1.031		1.72		10.296
1.031		1.74		10.1425
1.031		1.76		10.0193
1.031		1.78		11.4729
1.031		1.8		12.0796
1.031		1.82		12.5499
1.031		1.84		12.9263
1.031		1.86		14.1173
1.031		1.88		14.0869
1.031		1.9		15.1105
1.031		1.92		15.8341
1.031		1.94		15.9761
1.031		1.96		16.5888
1.031		1.98		17.8215
1.05		0		-0.236485
1.05		0.02		-0.231613
1.05		0.04		-0.24645
1.05		0.06		-0.253431
1.05		0.08		-0.26037
1.05		0.1		-0.321304
1.05		0.12		-0.292578
1.05		0.14		-0.247555
1.05		0.16		-0.253905
1.05		0.18		-0.160768
1.05		0.2		-0.262473
1.05		0.22		-0.239343
1.05		0.24		-0.206805
1.05		0.26		-0.189585
1.05		0.28		-0.205181
1.05		0.3		-0.229388
1.05		0.32		-0.175583
1.05		0.34		-0.222525
1.05		0.36		-0.245412
1.05		0.38		-0.2264
1.05		0.4		-0.233862
1.05		0.42		-0.194451
1.05		0.44		-0.141174
1.05		0.46		-0.177012
1.05		0.48		-0.119483
1.05		0.5		-0.0836912
1.05		0.52		-0.135216
1.05		0.54		-0.0551645
1.05		0.56		-0.0899952
1.05		0.58		-0.162272
1.05		0.6		-0.052265
1.05		0.62		-0.095477
1.05		0.64		-0.067066
1.05		0.66		-0.00979728
1.05		0.68		0.00199479
1.05		0.7		0.0844435
1.05		0.72		0.0778076
1.05		0.74		0.122096
1.05		0.76		0.213605
1.05		0.78		0.160027
1.05		0.8		0.136794
1.05		0.82		0.314159
1.05		0.84		0.277156
1.05		0.86		0.548634
1.05		0.88		0.369012
1.05		0.9		0.488293
1.05		0.92		0.591285
1.05		0.94		0.866498
1.05		0.96		0.800191
1.05		0.98		0.843122
1.05		1		0.975566
1.05		1.02		0.973731
1.05		1.04		1.20933
1.05		1.06		0.974411
1.05		1.08		1.23654
1.05		1.1		1.71042
1.05		1.12		1.33279
1.05		1.14		1.74859
1.05		1.16		1.66038
1.05		1.18		2.19726
1.05		1.2		2.27135
1.05		1.22		2.58753
1.05		1.24		2.56323
1.05		1.26		2.99468
1.05		1.28		2.89138
1.05		1.3		2.84493
1.05		1.32		3.16021
1.05		1.34		3.37962
1.05		1.36		4.27447
1.05		1.38		3.49558
1.05		1.4		4.24175
1.05		1.42		4.9829
1.05		1.44		4.87491
1.05		1.46		5.11708
1.05		1.48		5.35131
1.05		1.5		5.74179
1.05		1.52		6.41407
1.05		1.54		6.11566
1.05		1.56		6.08218
1.05		1.58		6.38596
1.05		1.6		7.52027
1.05		1.62		8.34424
1.05		1.64		9.04485
1.05		1.66		9.15702
1.05		1.68		9.385
1.05		1.7		9.43986
1.05		1.72		10.4209
1.05		1.74		10.3677
1.05		1.76		11.4332
1.05		1.78		11.6763
1.05		1.8		11.699
1.05		1.82		11.6546
1.05		1.84		12.8823
1.05		1.86		13.8974
1.05		1.88		15.177
1.05		1.9		14.4554
1.05		1.92		15.6327
1.05		1.94		16.2558
1.05		1.96		17.409
1.05		1.98		16.6883
1.069		0		-0.245118
1.069		0.02		-0.228034
1.069		0.04		-0.278848
1.069		0.06		-0.174049
1.069		0.08		-0.239908
1.069		0.1		-0.240658
1.069		0.12		-0.191297
1.069		0.14		-0.233775
1.069		0.16		-0.229191
1.069		0.18		-0.229187
1.069		0.2		-0.248843
1.069		0.22		-0.269811
1.069		0.24		-0.16452
1.069		0.26		-0.213728
1.069		0.28		-0.209581
1.069		0.3		-0.186315
1.069		0.32		-0.195894
1.069		0.34		-0.193502
1.069		0.36		-0.160776
1.069		0.38		-0.200474
1.069		0.4		-0.154956
1.069		0.42		-0.108559
1.069		0.44		-0.0669174
1.069		0.46		-0.040706
1.069		0.48		-0.140106
1.069		0.5		-0.12934
1.069		0.52		-0.124511
1.069		0.54		-0.0837431
1.069		0.56		-0.126312
1.069		0.58		0.048443
1.069		0.6		-0.140033
1.069		0.62		0.0570377
1.069		0.64		0.117584
1.069		0.66		0.0049448
1.069		0.68		0.0624019
1.069		0.7		0.294173
1.069		0.72		0.205315
1.069		0.74		0.113331
1.069		0.76		0.164111
1.069		0.78		0.397413
1.069		0.8		0.39827
1.069		0.82		0.502182
1.069		0.84		0.32929
1.069		0.86		0.482906
1.069		0.88		0.544211
1.069		0.9		0.565389
1.069		0.92		0.605727
1.069		0.94		1.07516
1.069		0.96		0.760724
1.069		0.98		0.869151
1.069		1		1.0052
1.069		1.02		1.1628
1.069		1.04		1.02847
1.069		1.06		1.34117
1.069		1.08		1.46201
1.069		1.1		2.04416
1.069		1.12		1.70298
1.069		1.14		1.96879
1.069		1.16		1.89397
1.069		1.18		2.16007
1.069		1.2		2.46144
1.069		1.22		2.50921
1.069		1.24		3.02532
1.069		1.26		3.06243
1.069		1.28		3.03508
1.069		1.3		2.78705
1.069		1.32		3.625
1.069		1.34		3.50304
1.069		1.36		3.86279
1.069		1.38		3.89483
1.069		1.4		3.99196
1.069		1.42		4.67255
1.069		1.44		4.79536
1.069		1.46		5.42951
1.069		1.48		5.54318
1.069		1.5		5.91694
1.069		1.52		6.37867
1.069		1.54		6.07002
1.069		1.56		6.75183
1.069		1.58		7.0393
1.069		1.6		7.39785
1.069		1.62		7.47655
1.069		1.64		7.80673
1.069		1.66		9.14307
1.069		1.68		9.34612
1.069		1.7		9.52853
1.069		1.72		10.3752
1.069		1.74		11.1509
1.069		1.76		10.9093
1.069		1.78		11.9843
1.069		1.8		12.7763
1.069		1.82		13.1542
1.069		1.84		13.1499
1.069		1.86		14.3502
1.069		1.88		14.1204
1.069		1.9		15.5626
1.069		1.92		15.6571
1.069		1.94		15.6416
1.069		1.96		17.8062
1.069		1.98		16.9174
1.088		0		-0.245885
1.088		0.02		-0.179838
1.088		0.04		-0.191752
1.088		0.06		-0.167661
1.088		0.08		-0.21688
1.088		0.1		-0.210587
1.088		0.12		-0.192917
1.088		0.14		-0.240322
1.088		0.16		-0.13065
1.088		0.18		-0.250459
1.088		0.2		-0.230668
1.088		0.22		-0.19379
1.088		0.24		-0.262467
1.088		0.26		-0.179214
1.088		0.28		-0.220979
1.088		0.3		-0.193713
1.088		0.32		-0.198652
1.088		0.34		-0.108208
1.088		0.36		-0.198153
1.088		0.38		-0.165362
1.088		0.4		-0.173901
1.088		0.42		-0.0560616
1.088		0.44		-0.221676
1.088		0.46		-0.0691835
1.088		0.48		-0.106458
1.088		0.5		-0.122201
1.088		0.52		-0.147354
1.088		0.54		-0.130177
1.088		0.56		-0.0199223
1.088		0.58		0.00427495
1.088		0.6		0.158128
1.088		0.62		-0.0373922
1.088		0.64		0.115611
1.088		0.66		0.0487703
1.088		0.68		0.0801616
1.088		0.7		0.250318
1.088		0.72		0.167329
1.088		0.74		0.174751
1.088		0.76		0.216309
1.088		0.78		0.478636
1.088		0.8		0.441125
1.088		0.82		0.450182
1.088		0.84		0.485806
1.088		0.86		0.567888
1.088		0.88		0.530416
1.088		0.9		0.826966
1.088		0.92		1.04123
1.088		0.94		0.715471
1.088		0.96		0.875622
1.088		0.98		0.972864
1.088		1		1.06564
1.088		1.02		1.27775
1.088		1.04		1.26636
1.088		1.06		1.44323
1.088		1.08		1.22447
1.088		1.1		1.68397
1.088		1.12		1.63756
1.088		1.14		2.24326
1.088		1.16		2.1251
1.088		1.18		2.51216
1.088		1.2		2.27152
1.088		1.22		2.6053
1.088		1.24		3.08077
1.088		1.26		3.03272
1.088		1.28		3.31634
1.088		1.3		3.51592
1.088		1.32		3.50902
1.088		1.34		3.80819
1.088		1.36		4.35489
1.088		1.38		4.42678
1.088		1.4		5.14904
1.088		1.42		5.0412
1.088		1.44		5.16865
1.088		1.46		5.22902
1.088		1.48		5.69493
1.088		1.5		5.99722
1.088		1.52		6.31708
1.088		1.54		6.8328
1.088		1.56		6.93189
1.088		1.58		7.90708
1.088		1.6		8.41171
1.088		1.62		8.2273
1.088		1.64		8.69458
1.088		1.66		9.17157
1.088		1.68		9.55855
1.088		1.7		10.2931
1.088		1.72		10.8471
1.088		1.74		11.0795
1.088		1.76		12.4543
1.088		1.78		11.2064
1.088		1.8		12.2674
1.088		1.82		13.4551
1.088		1.84		13.9039
1.088		1.86		14.2774
1.088		1.88		15.3247
1.088		1.9		15.0946
1.088		1.92		15.4224
1.088		1.94		17.857
1.088		1.96		17.5035
1.088		1.98		18.2616
1.107		0		-0.222899
1.107		0.02		-0.173968
1.107		0.04		-0.261174
1.107		0.06		-0.15496
1.107		0.08		-0.153572
1.107		0.1		-0.182801
1.107		0.12		-0.24142
1.107		0.14		-0.227206
1.107		0.16		-0.161293
1.107		0.18		-0.155975
1.107		0.2		-0.108866
1.107		0.22		-0.148788
1.107		0.24		-0.179965
1.107		0.26		-0.229396
1.107		0.28		-0.118096
1.107		0.3		-0.184845
1.107		0.32		-0.16882
1.107		0.34		-0.155386
1.107		0.36		-0.182054
1.107		0.38		-0.143529
1.107		0.4		-0.048473
1.107		0.42		-0.108217
1.107		0.44		-0.0443504
1.107		0.46		-0.0872472
1.107		0.48		-0.0762562
1.107		0.5		-0.0270678
1.107		0.52		-0.0306292
1.107		0.54		-0.0877453
1.107		0.56		0.0024058
1.107		0.58		0.0652585
1.107		0.6		0.112841
1.107		0.62		0.0941346
1.107		0.64		0.178992
1.107		0.66		0.153949
1.107		0.68		0.215035
1.107		0.7		0.143385
1.107		0.72		0.232644
1.107		0.74		0.330303
1.107		0.76		0.36092
1.107		0.78		0.331472
1.107		0.8		0.372229
1.107		0.82		0.621372
1.107		0.84		0.570901
1.107		0.86		0.596578
1.107		0.88		0.738397
1.107		0.9		0.797334
1.107		0.92		0.917353
1.107		0.94		1.02674
1.107		0.96		0.773514
1.107		0.98		0.979876
1.107		1		1.09137
1.107		1.02		1.17512
1.107		1.04		1.49678
1.107		1.06		1.62285
1.107		1.08		1.61053
1.107		1.1		1.67064
1.107		1.12		2.13799
1.107		1.14		2.34767
1.107		1.16		2.64133
1.107		1.18		2.69349
1.107		1.2		2.61126
1.107		1.22		3.05521
1.107		1.24		2.94343
1.107		1.26		2.97949
1.107		1.28		3.34549
1.107		1.3		3.73921
1.107		1.32		3.12555
1.107		1.34		4.10945
1.107		1.36		4.05346
1.107		1.38		4.42153
1.107		1.4		4.41412
1.107		1.42		5.01066
1.107		1.44		4.77268
1.107		1.46		5.6364
1.107		1.48		5.92186
1.107		1.5		5.96375
1.107		1.52		6.71529
1.107		1.54		7.01643
1.107		1.56		7.14674
1.107		1.58		8.11119
1.107		1.6		9.30244
1.107		1.62		9.3666
1.107		1.64		9.5019
1.107		1.66		9.50135
1.107		1.68		10.1943
1.107		1.7		10.0684
1.107		1.72		11.286
1.107		1.74		10.6595
1.107		1.76		11.9977
1.107		1.78		12.7419
1.107		1.8		13.6431
1.107		1.82		14.448
1.107		1.84		14.5205
1.107		1.86		14.8976
1.107		1.88		14.9335
1.107		1.9		16.4362
1.107		1.92		16.4154
1.107		1.94		17.4575
1.107		1.96		17.3791
1.107		1.98		19.6793
1.126		0		-0.18045
1.126		0.02		-0.282232
1.126		0.04		-0.189596
1.126		0.06		-0.237871
1.126		0.08		-0.208491
1.126		0.1		-0.198414
1.126		0.12		-0.234279
1.126		0.14		-0.190806
1.126		0.16		-0.125178
1.126		0.18		-0.153099
1.126		0.2		-0.194162
1.126		0.22		-0.161393
1.126		0.24		-0.155546
1.126		0.26		-0.0909894
1.126		0.28		-0.0800333
1.126		0.3		-0.0386241
1.126		0.32		-0.00939965
1.126		0.34		-0.11687
1.126		0.36		-0.10968
1.126		0.38		-0.0827953
1.126		0.4		-0.114247
1.126		0.42		-0.0327594
1.126		0.44		-0.0813343
1.126		0.46		-0.0152128
1.126		0.48		0.000400532
1.126		0.5		-0.0201134
1.126		0.52		-0.00322739
1.126		0.54		-0.082462
1.126		0.56		0.0758225
1.126		0.58		-0.00857025
1.126		0.6		0.138179
1.126		0.62		0.208498
1.126		0.64		0.222674
1.126		0.66		0.407558
1.126		0.68		0.240975
1.126		0.7		0.452414
1.126		0.72		0.642641
1.126		0.74		0.398508
1.126		0.76		0.331813
1.126		0.78		0.383771
1.126		0.8		0.838604
1.126		0.82		0.564376
1.126		0.84		0.542877
1.126		0.86		0.849547
1.126		0.88		0.770535
1.126		0.9		0.728465
1.126		0.92		0.945217
1.126		0.94		0.962406
1.126		0.96		0.909123
1.126		0.98		1.40199
1.126		1		1.18113
1.126		1.02		1.3565
1.126		1.04		1.27018
1.126		1.06		1.67063
1.126		1.08		1.59492
1.126		1.1		1.4542
1.126		1.12		2.15488
1.126		1.14		2.30076
1.126		1.16		2.2927
1.126		1.18		2.8327
1.126		1.2		2.32297
1.126		1.22		2.80965
1.126		1.24		3.13947
1.126		1.26		3.00746
1.126		1.28		3.53324
1.126		1.3		3.31391
1.126		1.32		3.93497
1.126		1.34		4.21411
1.126		1.36		4.71816
1.126		1.38		4.81809
1.126		1.4		4.95663
1.126		1.42		5.42978
1.126		1.44		6.50765
1.126		1.46		6.08745
1.126		1.48		6.85447
1.126		1.5		5.91743
1.126		1.52		7.72274
1.126		1.54		6.93896
1.126		1.56		7.97985
1.126		1.58		8.11854
1.126		1.6		8.01765
1.126		1.62		8.52496
1.126		1.64		9.32014
1.126		1.66		9.25374
1.126		1.68		10.9511
1.126		1.7		10.132
1.126		1.72		11.7756
1.126		1.74		12.2024
1.126		1.76		12.3411
1.126		1.78		13.4868
1.126		1.8		12.763
1.126		1.82		13.2828
1.126		1.84		14.2097
1.126		1.86		16.231
1.126		1.88		16.4947
1.126		1.9		15.7105
1.126		1.92		16.492
1.126		1.94		17.4201
1.126		1.96		20.4049
1.126		1.98		18.9853
1.145		0		-0.179625
1.145		0.02		-0.149433
1.145		0.04		-0.178652
1.145		0.06		-0.132094
1.145		0.08		-0.135291
1.145		0.1		-0.105259
1.145		0.12		-0.164819
1.145		0.14		-0.0762564
1.145		0.16		-0.0620142
1.145		0.18		-0.199109
1.145		0.2		-0.176606
1.145		0.22		-0.205426
1.145		0.24		-0.0811786
1.145		0.26		-0.143563
1.145		0.28		-0.157848
1.145		0.3		-0.0771433
1.145		0.32		-0.0907286
1.145		0.34		-0.140667
1.145		0.36		-0.0370001
1.145		0.38		-0.0718731
1.145		0.4		0.026391
1.145		0.42		0.0343451
1.145		0.44		-0.119838
1.145		0.46		-0.0155168
1.145		0.48		0.0123355
1.145		0.5		0.00342009
1.145		0.52		0.107668
1.145		0.54		0.282427
1.145		0.56		0.170914
1.145		0.58		0.239678
1.145		0.6		0.160951
1.145		0.62		0.152304
1.145		0.64		0.114006
1.145		0.66		0.404934
1.145		0.68		0.246211
1.145		0.7		0.319247
1.145		0.72		0.438147
1.145		0.74		0.341679
1.145		0.76		0.486718
1.145		0.78		0.592828
1.145		0.8		0.84693
1.145		0.82		0.636912
1.145		0.84		0.678135
1.145		0.86		0.959016
1.145		0.88		0.766599
1.145		0.9		0.918731
1.145		0.92		1.08353
1.145		0.94		0.98056
1.145		0.96		1.22001
1.145		0.98		1.15368
1.145		1		1.70292
1.145		1.02		1.50684
1.145		1.04		1.60551
1.145		1.06		1.92899
1.145		1.08		1.63997
1.145		1.1		1.75648
1.145		1.12		2.20396
1.145		1.14		2.04439
1.145		1.16		2.26121
1.145		1.18		2.68869
1.145		1.2		2.67458
1.145		1.22		2.9277
1.145		1.24		3.59725
1.145		1.26		3.53347
1.145		1.28		3.87197
1.145		1.3		3.64843
1.145		1.32		3.90896
1.145		1.34		4.77988
1.145		1.36		4.78432
1.145		1.38		5.42208
1.145		1.4		5.45589
1.145		1.42		5.26261
1.145		1.44		5.91429
1.145		1.46		5.36561
1.145		1.48		5.76483
1.145		1.5		6.87237
1.145		1.52		6.7319
1.145		1.54		7.92272
1.145		1.56		7.64009
1.145		1.58		8.39812
1.145		1.6		8.48605
1.145		1.62		9.08335
1.145		1.64		10.006
1.145		1.66		10.7502
1.145		1.68		10.1169
1.145		1.7		9.76391
1.145		1.72		10.7848
1.145		1.74		11.2039
1.145		1.76		13.2909
1.145		1.78		13.3465
1.145		1.8		13.6043
1.145		1.82		14.4483
1.145		1.84		15.4056
1.145		1.86		16.1593
1.145		1.88		16.7229
1.145		1.9		16.925
1.145		1.92		17.524
1.145		1.94		18.8335
1.145		1.96		18.8763
1.145		1.98		19.574
1.164		0		-0.121311
1.164		0.02		-0.147121
1.164		0.04		-0.0976952
1.164		0.06		-0.219028
1.164		0.08		-0.0980984
1.164		0.1		-0.0583897
1.164		0.12		-0.190911
1.164		0.14		-0.157609
1.164		0.16		-0.134846
1.164		0.18		-0.17767
1.164		0.2		-0.11901
1.164		0.22		-0.111035
1.164		0.24		-0.0372899
1.164		0.26		-0.0333913
1.164		0.28		0.0487648
1.164		0.3		-0.095141
1.164		0.32		-0.0895735
1.164		0.34		-0.0987996
1.164		0.36		-0.0153301
1.164		0.38		0.116354
1.164		0.4		0.0130629
1.164		0.42		0.0730873
1.164		0.44		0.0686475
1.164		0.46		0.0420152
1.164		0.48		0.0624595
1.164		0.5		0.0872379
1.164		0.52		0.120805
1.164		0.54		0.0452027
1.164		0.56		0.148121
1.164		0.58		0.315377
1.164		0.6		0.381608
1.164		0.62		0.0731327
1.164		0.64		0.440577
1.164		0.66		0.452727
1.164		0.68		0.331732
1.164		0.7		0.21019
1.164		0.72		0.340595
1.164		0.74		0.438072
1.164		0.76		0.554568
1.164		0.78		0.709727
1.164		0.8		0.639097
1.164		0.82		0.77114
1.164		0.84		0.715132
1.164		0.86		0.740895
1.164		0.88		0.881093
1.164		0.9		1.34108
1.164		0.92		1.07224
1.164		0.94		1.22521
1.164		0.96		1.43101
1.164		0.98		1.14285
1.164		1		1.73977
1.164		1.02		1.5541
1.164		1.04		1.7078
1.164		1.06		1.7152
1.164		1.08		2.13628
1.164		1.1		1.6902
1.164		1.12		2.01873
1.164		1.14		2.35199
1.164		1.16		3.3962
1.164		1.18		2.59374
1.164		1.2		2.82872
1.164		1.22		3.56117
1.164		1.24		3.37779
1.164		1.26		3.42418
1.164		1.28		3.65194
1.164		1.3		4.46459
1.164		1.32		4.45069
1.164		1.34		4.83889
1.164		1.36		5.13031
1.164		1.38		5.08164
1.164		1.4		5.03468
1.164		1.42		6.23207
1.164		1.44		5.95564
1.164		1.46		5.61022
1.164		1.48		6.50814
1.164		1.5		6.81617
1.164		1.52		6.93634
1.164		1.54		7.98151
1.164		1.56		8.2902
1.164		1.58		8.72905
1.164		1.6		9.185
1.164		1.62		9.5268
1.164		1.64		9.14569
1.164		1.66		10.0202
1.164		1.68		11.2956
1.164		1.7		10.3165
1.164		1.72		11.1769
1.164		1.74		12.5548
1.164		1.76		12.6322
1.164		1.78		13.6921
1.164		1.8		14.3563
1.164		1.82		14.8025
1.164		1.84		14.8296
1.164		1.86		15.4216
1.164		1.88		16.2838
1.164		1.9		17.1794
1.164		1.92		18.4793
1.164		1.94		18.0036
1.164		1.96		19.8337
1.164		1.98		20.8246
1.183		0		0.0256018
1.183		0.02		-0.054088
1.183		0.04		-0.0721303
1.183		0.06		-0.0380372
1.183		0.08		-0.0958924
1.183		0.1		-0.100461
1.183		0.12		-0.117095
1.183		0.14		0.0574516
1.183		0.16		-0.000192656
1.183		0.18		-0.132938
1.183		0.2		-0.0607299
1.183		0.22		-0.0959216
1.183		0.24		-0.0290165
1.183		0.26		-0.11064
1.183		0.28		-0.0207388
1.183		0.3		-0.0137668
1.183		0.32		-0.16583
1.183		0.34		-0.0177187
1.183		0.36		-0.0704549
1.183		0.38		0.080914
1.183		0.4		-0.00631421
1.183		0.42		0.0257961
1.183		0.44		0.0245381
1.183		0.46		0.0398675
1.183		0.48		0.0612233
1.183		0.5		0.0600569
1.183		0.52		0.224032
1.183		0.54		0.123063
1.183		0.56		0.0915911
1.183		0.58		0.285268
1.183		0.6		0.295771
1.183		0.62		0.373387
1.183		0.64		0.238687
1.183		0.66		0.284174
1.183		0.68		0.690104
1.183		0.7		0.661543
1.183		0.72		0.460107
1.183		0.74		0.536918
1.183		0.76		0.40153
1.183		0.78		0.689266
1.183		0.8		0.893184
1.183		0.82		0.604248
1.183		0.84		0.798539
1.183		0.86		0.920393
1.183		0.88		1.06149
1.183		0.9		0.985895
1.183		0.92		1.24852
1.183		0.94		1.55637
1.183		0.96		1.1028
1.183		0.98		1.91305
1.183		1		2.01663
1.183		1.02		1.62854
1.183		1.04		2.01548
1.183		1.06		1.86486
1.183		1.08		1.95765
1.183		1.1		2.89995
1.183		1.12		2.825
1.183		1.14		2.60202
1.183		1.16		2.60473
1.183		1.18		2.90059
1.183		1.2		2.85779
1.183		1.22		2.97692
1.183		1.24		3.62583
1.183		1.26		3.64681
1.183		1.28		4.24226
1.183		1.3		4.09515
1.183		1.32		4.42989
1.183		1.34		4.65489
1.183		1.36		4.52347
1.183		1.38		5.2857
1.183		1.4		5.51373
1.183		1.42		5.49034
1.183		1.44		6.65972
1.183		1.46		6.57054
1.183		1.48		6.7206
1.183		1.5		7.54665
1.183		1.52		7.51764
1.183		1.54		7.1426
1.183		1.56		9.10002
1.183		1.58		8.38258
1.183		1.6		9.11674
1.183		1.62		10.313
1.183		1.64		9.98528
1.183		1.66		10.4146
1.183		1.68		10.9726
1.183		1.7		12.1767
1.183		1.72		11.9015
1.183		1.74		13.6335
1.183		1.76		13.1776
1.183		1.78		13.5341
1.183		1.8		13.6063
1.183		1.82		14.5922
1.183		1.84		16.2056
1.183		1.86		17.5553
1.183		1.88		17.1617
1.183		1.9		18.456
1.183		1.92		19.6942
1.183		1.94		18.317
1.183		1.96		18.9511
1.183		1.98		20.9341
1.202		0		0.083622
1.202		0.02		-0.0211367
1.202		0.04		-0.0790347
1.202		0.06		-0.104435
1.202		0.08		-0.0117068
1.202		0.1		0.0128781
1.202		0.12		-0.123432
1.202		0.14		0.0130238
1.202		0.16		-0.0838357
1.202		0.18		-0.06234
1.202		0.2		0.0405891
1.202		0.22		0.0498676
1.202		0.24		-0.0687228
1.202		0.26		-0.0141071
1.202		0.28		-0.0631421
1.202		0.3		-0.00891907
1.202		0.32		-0.0691589
1.202		0.34		0.0365143
1.202		0.36		0.0319288
1.202		0.38		0.259188
1.202		0.4		0.0656994
1.202		0.42		0.192616
1.202		0.44		0.137768
1.202		0.46		0.176211
1.202		0.48		0.143867
1.202		0.5		0.153394
1.202		0.52		0.107467
1.202		0.54		0.177833
1.202		0.56		0.189954
1.202		0.58		0.254747
1.202		0.6		0.178289
1.202		0.62		0.37134
1.202		0.64		0.434638
1.202		0.66		0.387558
1.202		0.68		0.364188
1.202		0.7		0.932653
1.202		0.72		0.577764
1.202		0.74		0.567194
1.202		0.76		0.746821
1.202		0.78		0.94487
1.202		0.8		1.15174
1.202		0.82		1.00462
1.202		0.84		1.15612
1.202		0.86		1.2154
1.202		0.88		1.30432
1.202		0.9		1.56079
1.202		0.92		1.34122
1.202		0.94		1.43943
1.202		0.96		1.41641
1.202		0.98		1.97265
1.202		1		1.73874
1.202		1.02		1.74033
1.202		1.04		2.00891
1.202		1.06		2.05734
1.202		1.08		2.32363
1.202		1.1		2.70754
1.202		1.12		2.46204
1.202		1.14		2.70329
1.202		1.16		2.82375
1.202		1.18		3.31893
1.202		1.2		3.36384
1.202		1.22		3.37646
1.202		1.24		3.37821
1.202		1.26		3.62023
1.202		1.28		4.03446
1.202		1.3		4.7575
1.202		1.32		3.96149
1.202		1.34		4.46349
1.202		1.36		5.28462
1.202		1.38		5.04998
1.202		1.4		6.18938
1.202		1.42		6.33238
1.202		1.44		6.1255
1.202		1.46		6.64861
1.202		1.48		6.98669
1.202		1.5		7.50689
1.202		1.52		7.6579
1.202		1.54		7.91768
1.202		1.56		7.99277
1.202		1.58		8.95019
1.202		1.6		8.89606
1.202		1.62		9.2772
1.202		1.64		10.728
1.202		1.66		10.8194
1.202		1.68		11.3293
1.202		1.7		12.4164
1.202		1.72		13.2835
1.202		1.74		13.0962
1.202		1.76		14.4664
1.202		1.78		15.106
1.202		1.8		14.5002
1.202		1.82		15.0675
1.202		1.84		16.2437
1.202		1.86		17.1695
1.202		1.88		17.2867
1.202		1.9		17.4259
1.202		1.92		19.6091
1.202		1.94		20.6041
1.202		1.96		19.9722
1.202		1.98		22.1289
1.221		0		0.0304865
1.221		0.02		-0.0826022
1.221		0.04		0.0560127
1.221		0.06		-0.0578325
1.221		0.08		0.0401648
1.221		0.1		-0.0960661
1.221		0.12		-0.000565813
1.221		0.14		0.041181
1.221		0.16		-0.0282437
1.221		0.18		-0.044189
1.221		0.2		-0.0109604
1.221		0.22		-0.0567482
1.221		0.24		0.0127389
1.221		0.26		-0.000856439
1.221		0.28		0.0944778
1.221		0.3		0.0540202
1.221		0.32		0.16955
1.221		0.34		0.170857
1.221		0.36		0.0901598
1.221		0.38		0.121681
1.221		0.4		0.035775
1.221		0.42		0.340031
1.221		0.44		0.302022
1.221		0.46		0.324496
1.221		0.48		0.181715
1.221		0.5		0.319838
1.221		0.52		0.193224
1.221		0.54		0.470129
1.221		0.56		0.261006
1.221		0.58		0.373283
1.221		0.6		0.526174
1.221		0.62		0.511611
1.221		0.64		0.427283
1.221		0.66		0.450044
1.221		0.68		0.721884
1.221		0.7		0.746241
1.221		0.72		0.612203
1.221		0.74		0.655059
1.221		0.76		1.01726
1.221		0.78		0.826444
1.221		0.8		0.909482
1.221		0.82		1.03954
1.221		0.84		1.11183
1.221		0.86		0.901742
