sigma		mu		energy
0.746		1.92		10.7443
0.746		1.94		11.3453
0.746		1.96		11.7375
0.746		1.98		12.0921
0.765		0		-0.0104478
0.765		0.02		-0.072236
0.765		0.04		-0.00348334
0.765		0.06		-0.063516
0.765		0.08		-0.0307509
0.765		0.1		-0.0265512
0.765		0.12		-0.0907012
0.765		0.14		-0.129853
0.765		0.16		-0.0812532
0.765		0.18		-0.0551185
0.765		0.2		-0.085789
0.765		0.22		-0.0499998
0.765		0.24		-0.129243
0.765		0.26		-0.122025
0.765		0.28		-0.119653
0.765		0.3		-0.159099
0.765		0.32		-0.15705
0.765		0.34		-0.177875
0.765		0.36		-0.206282
0.765		0.38		-0.183668
0.765		0.4		-0.212892
0.765		0.42		-0.224352
0.765		0.44		-0.216367
0.765		0.46		-0.246845
0.765		0.48		-0.235747
0.765		0.5		-0.267769
0.765		0.52		-0.273955
0.765		0.54		-0.275963
0.765		0.56		-0.325826
0.765		0.58		-0.293139
0.765		0.6		-0.325574
0.765		0.62		-0.354249
0.765		0.64		-0.327684
0.765		0.66		-0.331539
0.765		0.68		-0.370487
0.765		0.7		-0.354545
0.765		0.72		-0.386724
0.765		0.74		-0.359878
0.765		0.76		-0.344752
0.765		0.78		-0.302498
0.765		0.8		-0.317759
0.765		0.82		-0.334298
0.765		0.84		-0.350806
0.765		0.86		-0.282807
0.765		0.88		-0.269111
0.765		0.9		-0.239047
0.765		0.92		-0.24863
0.765		0.94		-0.183149
0.765		0.96		-0.142022
0.765		0.98		-0.0950761
0.765		1		-0.0532432
0.765		1.02		0.150112
0.765		1.04		0.11854
0.765		1.06		0.0966089
0.765		1.08		0.188927
0.765		1.1		0.25463
0.765		1.12		0.280153
0.765		1.14		0.41394
0.765		1.16		0.673084
0.765		1.18		0.697464
0.765		1.2		0.611765
0.765		1.22		0.892882
0.765		1.24		1.16267
0.765		1.26		1.06862
0.765		1.28		1.28448
0.765		1.3		1.29982
0.765		1.32		1.47932
0.765		1.34		1.66366
0.765		1.36		1.71848
0.765		1.38		2.06478
0.765		1.4		2.00265
0.765		1.42		2.33016
0.765		1.44		2.6945
0.765		1.46		2.73259
0.765		1.48		2.94101
0.765		1.5		2.9383
0.765		1.52		3.38295
0.765		1.54		3.89014
0.765		1.56		3.96637
0.765		1.58		4.37632
0.765		1.6		4.48663
0.765		1.62		4.84492
0.765		1.64		5.39404
0.765		1.66		5.52174
0.765		1.68		6.08736
0.765		1.7		6.35537
0.765		1.72		6.85396
0.765		1.74		6.98041
0.765		1.76		7.0498
0.765		1.78		7.57179
0.765		1.8		7.91328
0.765		1.82		8.40648
0.765		1.84		9.22116
0.765		1.86		9.61269
0.765		1.88		10.1779
0.765		1.9		11.1393
0.765		1.92		10.8361
0.765		1.94		11.3497
0.765		1.96		11.6264
0.765		1.98		12.7145
0.784		0		-0.0659741
0.784		0.02		-0.096539
0.784		0.04		-0.0636773
0.784		0.06		-0.0726867
0.784		0.08		-0.0637704
0.784		0.1		-0.103275
0.784		0.12		-0.0877026
0.784		0.14		-0.124523
0.784		0.16		-0.140404
0.784		0.18		-0.117784
0.784		0.2		-0.0789594
0.784		0.22		-0.130314
0.784		0.24		-0.124732
0.784		0.26		-0.129913
0.784		0.28		-0.138327
0.784		0.3		-0.141527
0.784		0.32		-0.161299
0.784		0.34		-0.153994
0.784		0.36		-0.185035
0.784		0.38		-0.226346
0.784		0.4		-0.196435
0.784		0.42		-0.211439
0.784		0.44		-0.219048
0.784		0.46		-0.258166
0.784		0.48		-0.245929
0.784		0.5		-0.264952
0.784		0.52		-0.301614
0.784		0.54		-0.286637
0.784		0.56		-0.290716
0.784		0.58		-0.28415
0.784		0.6		-0.315257
0.784		0.62		-0.30783
0.784		0.64		-0.311317
0.784		0.66		-0.351366
0.784		0.68		-0.340858
0.784		0.7		-0.351403
0.784		0.72		-0.332015
0.784		0.74		-0.340002
0.784		0.76		-0.354678
0.784		0.78		-0.292761
0.784		0.8		-0.314639
0.784		0.82		-0.228993
0.784		0.84		-0.304455
0.784		0.86		-0.313993
0.784		0.88		-0.183701
0.784		0.9		-0.291499
0.784		0.92		-0.178498
0.784		0.94		-0.137557
0.784		0.96		-0.057599
0.784		0.98		0.0470389
0.784		1		-0.0650237
0.784		1.02		0.0831216
0.784		1.04		0.125242
0.784		1.06		0.27429
0.784		1.08		0.201876
0.784		1.1		0.356827
0.784		1.12		0.418016
0.784		1.14		0.472651
0.784		1.16		0.543611
0.784		1.18		0.659444
0.784		1.2		0.927076
0.784		1.22		0.937362
0.784		1.24		0.872629
0.784		1.26		1.18848
0.784		1.28		1.37437
0.784		1.3		1.43438
0.784		1.32		1.634
0.784		1.34		1.8716
0.784		1.36		1.93035
0.784		1.38		1.93745
0.784		1.4		2.12775
0.784		1.42		2.50715
0.784		1.44		2.58883
0.784		1.46		2.66819
0.784		1.48		3.38569
0.784		1.5		3.3487
0.784		1.52		3.33542
0.784		1.54		4.10261
0.784		1.56		4.23851
0.784		1.58		4.36978
0.784		1.6		4.54252
0.784		1.62		4.75355
0.784		1.64		5.08519
0.784		1.66		5.46474
0.784		1.68		5.9158
0.784		1.7		6.30228
0.784		1.72		6.54219
0.784		1.74		6.66699
0.784		1.76		7.28437
0.784		1.78		7.91391
0.784		1.8		8.5156
0.784		1.82		8.57818
0.784		1.84		8.47836
0.784		1.86		9.13044
0.784		1.88		9.82659
0.784		1.9		10.4133
0.784		1.92		11.146
0.784		1.94		11.4418
0.784		1.96		12.0515
0.784		1.98		12.3301
0.803		0		-0.122759
0.803		0.02		-0.109596
0.803		0.04		-0.100186
0.803		0.06		-0.101956
0.803		0.08		-0.0911201
0.803		0.1		-0.0998411
0.803		0.12		-0.0752474
0.803		0.14		-0.142628
0.803		0.16		-0.13747
0.803		0.18		-0.117392
0.803		0.2		-0.140416
0.803		0.22		-0.19053
0.803		0.24		-0.142334
0.803		0.26		-0.188317
0.803		0.28		-0.158464
0.803		0.3		-0.233392
0.803		0.32		-0.194297
0.803		0.34		-0.175156
0.803		0.36		-0.212192
0.803		0.38		-0.1983
0.803		0.4		-0.200283
0.803		0.42		-0.239512
0.803		0.44		-0.241934
0.803		0.46		-0.250884
0.803		0.48		-0.249021
0.803		0.5		-0.272538
0.803		0.52		-0.265336
0.803		0.54		-0.255284
0.803		0.56		-0.286471
0.803		0.58		-0.303587
0.803		0.6		-0.327215
0.803		0.62		-0.297499
0.803		0.64		-0.322143
0.803		0.66		-0.316576
0.803		0.68		-0.278202
0.803		0.7		-0.340041
0.803		0.72		-0.307593
0.803		0.74		-0.286677
0.803		0.76		-0.290428
0.803		0.78		-0.279732
0.803		0.8		-0.265734
0.803		0.82		-0.249165
0.803		0.84		-0.284316
0.803		0.86		-0.214932
0.803		0.88		-0.192745
0.803		0.9		-0.127988
0.803		0.92		-0.133084
0.803		0.94		-0.146268
0.803		0.96		-0.0167199
0.803		0.98		-0.0599262
0.803		1		-0.0285469
0.803		1.02		0.0932553
0.803		1.04		0.070494
0.803		1.06		0.201863
0.803		1.08		0.273402
0.803		1.1		0.373033
0.803		1.12		0.336001
0.803		1.14		0.467922
0.803		1.16		0.755116
0.803		1.18		0.790981
0.803		1.2		0.94918
0.803		1.22		0.847796
0.803		1.24		0.981644
0.803		1.26		1.30644
0.803		1.28		1.40032
0.803		1.3		1.46971
0.803		1.32		1.81103
0.803		1.34		1.828
0.803		1.36		2.02901
0.803		1.38		2.2382
0.803		1.4		2.13617
0.803		1.42		2.39208
0.803		1.44		2.80458
0.803		1.46		3.03522
0.803		1.48		3.13035
0.803		1.5		3.35684
0.803		1.52		3.64542
0.803		1.54		3.81669
0.803		1.56		4.36163
0.803		1.58		4.5903
0.803		1.6		4.40782
0.803		1.62		5.02234
0.803		1.64		5.3776
0.803		1.66		6.10868
0.803		1.68		6.16194
0.803		1.7		6.69332
0.803		1.72		6.76291
0.803		1.74		7.68556
0.803		1.76		7.66624
0.803		1.78		8.01354
0.803		1.8		7.99249
0.803		1.82		8.76602
0.803		1.84		8.84859
0.803		1.86		9.69171
0.803		1.88		10.8251
0.803		1.9		10.9372
0.803		1.92		10.6964
0.803		1.94		11.579
0.803		1.96		12.7227
0.803		1.98		12.9232
0.822		0		-0.133349
0.822		0.02		-0.128651
0.822		0.04		-0.0986906
0.822		0.06		-0.116479
0.822		0.08		-0.169595
0.822		0.1		-0.146998
0.822		0.12		-0.139757
0.822		0.14		-0.144956
0.822		0.16		-0.166859
0.822		0.18		-0.198156
0.822		0.2		-0.1433
0.822		0.22		-0.149483
0.822		0.24		-0.184641
0.822		0.26		-0.175931
0.822		0.28		-0.167887
0.822		0.3		-0.203771
0.822		0.32		-0.230448
0.822		0.34		-0.199584
0.822		0.36		-0.192215
0.822		0.38		-0.190242
0.822		0.4		-0.220819
0.822		0.42		-0.230756
0.822		0.44		-0.248108
0.822		0.46		-0.252002
0.822		0.48		-0.313441
0.822		0.5		-0.303088
0.822		0.52		-0.281777
0.822		0.54		-0.290547
0.822		0.56		-0.330986
0.822		0.58		-0.305057
0.822		0.6		-0.327891
0.822		0.62		-0.310357
0.822		0.64		-0.297631
0.822		0.66		-0.283199
0.822		0.68		-0.307664
0.822		0.7		-0.295317
0.822		0.72		-0.304205
0.822		0.74		-0.285294
0.822		0.76		-0.317182
0.822		0.78		-0.270434
0.822		0.8		-0.259067
0.822		0.82		-0.260095
0.822		0.84		-0.208403
0.822		0.86		-0.193202
0.822		0.88		-0.234502
0.822		0.9		-0.157097
0.822		0.92		-0.0547356
0.822		0.94		-0.0777044
0.822		0.96		0.0718651
0.822		0.98		-0.0219941
0.822		1		0.0375612
0.822		1.02		0.102348
0.822		1.04		0.104964
0.822		1.06		0.223734
0.822		1.08		0.330543
0.822		1.1		0.322807
0.822		1.12		0.580096
0.822		1.14		0.602486
0.822		1.16		0.723018
0.822		1.18		0.777236
0.822		1.2		0.84948
0.822		1.22		1.23216
0.822		1.24		1.28116
0.822		1.26		1.28502
0.822		1.28		1.53919
0.822		1.3		1.76994
0.822		1.32		1.73984
0.822		1.34		1.96991
0.822		1.36		2.17074
0.822		1.38		2.53578
0.822		1.4		2.65336
0.822		1.42		2.70777
0.822		1.44		2.90416
0.822		1.46		3.32855
0.822		1.48		3.36188
0.822		1.5		3.34825
0.822		1.52		3.79336
0.822		1.54		4.15208
0.822		1.56		4.45236
0.822		1.58		4.85804
0.822		1.6		5.17553
0.822		1.62		5.07678
0.822		1.64		5.60494
0.822		1.66		6.10958
0.822		1.68		5.9607
0.822		1.7		6.84644
0.822		1.72		6.74364
0.822		1.74		7.1422
0.822		1.76		7.90682
0.822		1.78		8.30608
0.822		1.8		8.86469
0.822		1.82		9.04069
0.822		1.84		10.2419
0.822		1.86		9.7389
0.822		1.88		10.2828
0.822		1.9		11.3247
0.822		1.92		12.539
0.822		1.94		12.5631
0.822		1.96		12.7827
0.822		1.98		13.7566
0.841		0		-0.172534
0.841		0.02		-0.160654
0.841		0.04		-0.138627
0.841		0.06		-0.167141
0.841		0.08		-0.149541
0.841		0.1		-0.166596
0.841		0.12		-0.127244
0.841		0.14		-0.185711
0.841		0.16		-0.170443
0.841		0.18		-0.181001
0.841		0.2		-0.164404
0.841		0.22		-0.217436
0.841		0.24		-0.208793
0.841		0.26		-0.206174
0.841		0.28		-0.197212
0.841		0.3		-0.195105
0.841		0.32		-0.219277
0.841		0.34		-0.241975
0.841		0.36		-0.219563
0.841		0.38		-0.217746
0.841		0.4		-0.252942
0.841		0.42		-0.218316
0.841		0.44		-0.273301
0.841		0.46		-0.251357
0.841		0.48		-0.260518
0.841		0.5		-0.278239
0.841		0.52		-0.289884
0.841		0.54		-0.274277
0.841		0.56		-0.277029
0.841		0.58		-0.313052
0.841		0.6		-0.306977
0.841		0.62		-0.294153
0.841		0.64		-0.283011
0.841		0.66		-0.263224
0.841		0.68		-0.233461
0.841		0.7		-0.224136
0.841		0.72		-0.268798
0.841		0.74		-0.29708
0.841		0.76		-0.258796
0.841		0.78		-0.21686
0.841		0.8		-0.183355
0.841		0.82		-0.198834
0.841		0.84		-0.202347
0.841		0.86		-0.154647
0.841		0.88		-0.138337
0.841		0.9		-0.127757
0.841		0.92		0.0087083
0.841		0.94		-0.00951204
0.841		0.96		0.00102697
0.841		0.98		0.0977373
0.841		1		0.0891925
0.841		1.02		0.229135
0.841		1.04		0.233097
0.841		1.06		0.382741
0.841		1.08		0.500451
0.841		1.1		0.533496
0.841		1.12		0.67018
0.841		1.14		0.833308
0.841		1.16		0.882071
0.841		1.18		0.872059
0.841		1.2		0.834686
0.841		1.22		0.957041
0.841		1.24		1.15421
0.841		1.26		1.46793
0.841		1.28		1.34206
0.841		1.3		1.72703
0.841		1.32		2.09627
0.841		1.34		2.4846
0.841		1.36		2.47641
0.841		1.38		2.44273
0.841		1.4		2.72122
0.841		1.42		2.82639
0.841		1.44		2.72991
0.841		1.46		3.24769
0.841		1.48		3.47032
0.841		1.5		3.69546
0.841		1.52		4.12282
0.841		1.54		4.30477
0.841		1.56		4.63957
0.841		1.58		5.25301
0.841		1.6		5.02406
0.841		1.62		5.81921
0.841		1.64		6.08329
0.841		1.66		6.43854
0.841		1.68		7.28053
0.841		1.7		6.57649
0.841		1.72		7.90956
0.841		1.74		7.66051
0.841		1.76		8.02592
0.841		1.78		8.15782
0.841		1.8		9.01587
0.841		1.82		9.97918
0.841		1.84		9.87112
0.841		1.86		10.854
0.841		1.88		10.4178
0.841		1.9		11.3143
0.841		1.92		11.6473
0.841		1.94		12.3553
0.841		1.96		12.9049
0.841		1.98		14.2602
0.86		0		-0.148862
0.86		0.02		-0.175218
0.86		0.04		-0.165822
0.86		0.06		-0.147029
0.86		0.08		-0.189441
0.86		0.1		-0.199531
0.86		0.12		-0.199577
0.86		0.14		-0.183875
0.86		0.16		-0.16611
0.86		0.18		-0.194508
0.86		0.2		-0.192592
0.86		0.22		-0.191989
0.86		0.24		-0.226131
0.86		0.26		-0.279428
0.86		0.28		-0.196839
0.86		0.3		-0.240906
0.86		0.32		-0.227825
0.86		0.34		-0.205301
0.86		0.36		-0.172681
0.86		0.38		-0.236633
0.86		0.4		-0.282102
0.86		0.42		-0.270209
0.86		0.44		-0.261803
0.86		0.46		-0.29906
0.86		0.48		-0.216391
0.86		0.5		-0.28118
0.86		0.52		-0.263862
0.86		0.54		-0.299844
0.86		0.56		-0.276926
0.86		0.58		-0.306306
0.86		0.6		-0.323392
0.86		0.62		-0.283072
0.86		0.64		-0.287924
0.86		0.66		-0.313171
0.86		0.68		-0.262423
0.86		0.7		-0.222507
0.86		0.72		-0.307349
0.86		0.74		-0.245695
0.86		0.76		-0.308814
0.86		0.78		-0.240496
0.86		0.8		-0.214728
0.86		0.82		-0.222785
0.86		0.84		-0.193452
0.86		0.86		0.0474102
0.86		0.88		-0.0924188
0.86		0.9		-0.0710925
0.86		0.92		-0.0110441
0.86		0.94		0.0311296
0.86		0.96		0.085205
0.86		0.98		0.100654
0.86		1		0.360253
0.86		1.02		0.195386
0.86		1.04		0.340588
0.86		1.06		0.448368
0.86		1.08		0.370887
0.86		1.1		0.676709
0.86		1.12		0.563673
0.86		1.14		1.06776
0.86		1.16		0.755269
0.86		1.18		1.06176
0.86		1.2		1.18062
0.86		1.22		1.22135
0.86		1.24		1.28782
0.86		1.26		1.45718
0.86		1.28		1.6062
0.86		1.3		1.86574
0.86		1.32		2.0591
0.86		1.34		2.13041
0.86		1.36		2.17611
0.86		1.38		2.69434
0.86		1.4		2.82672
0.86		1.42		3.37497
0.86		1.44		3.09587
0.86		1.46		3.57731
0.86		1.48		3.82632
0.86		1.5		4.12118
0.86		1.52		4.13214
0.86		1.54		4.63508
0.86		1.56		4.62287
0.86		1.58		5.18334
0.86		1.6		5.64095
0.86		1.62		6.28247
0.86		1.64		6.57594
0.86		1.66		6.21962
0.86		1.68		6.42313
0.86		1.7		6.83316
0.86		1.72		7.4205
0.86		1.74		8.09392
0.86		1.76		8.23263
0.86		1.78		8.75784
0.86		1.8		8.49327
0.86		1.82		9.58101
0.86		1.84		9.99371
0.86		1.86		11.2249
0.86		1.88		10.9224
0.86		1.9		12.618
0.86		1.92		11.8246
0.86		1.94		13.6158
0.86		1.96		13.3988
0.86		1.98		13.7422
0.879		0		-0.164373
0.879		0.02		-0.194775
0.879		0.04		-0.188075
0.879		0.06		-0.215655
0.879		0.08		-0.191114
0.879		0.1		-0.228454
0.879		0.12		-0.180102
0.879		0.14		-0.218818
0.879		0.16		-0.222814
0.879		0.18		-0.215786
0.879		0.2		-0.198275
0.879		0.22		-0.191279
0.879		0.24		-0.230983
0.879		0.26		-0.210545
0.879		0.28		-0.211738
0.879		0.3		-0.198146
0.879		0.32		-0.283044
0.879		0.34		-0.246358
0.879		0.36		-0.267562
0.879		0.38		-0.287599
0.879		0.4		-0.288904
0.879		0.42		-0.252912
0.879		0.44		-0.265522
0.879		0.46		-0.261706
0.879		0.48		-0.284635
0.879		0.5		-0.252418
0.879		0.52		-0.269435
0.879		0.54		-0.272362
0.879		0.56		-0.321479
0.879		0.58		-0.243295
0.879		0.6		-0.304522
0.879		0.62		-0.207824
0.879		0.64		-0.301754
0.879		0.66		-0.251763
0.879		0.68		-0.246336
0.879		0.7		-0.197567
0.879		0.72		-0.241177
0.879		0.74		-0.208084
0.879		0.76		-0.203125
0.879		0.78		-0.139997
0.879		0.8		-0.113817
0.879		0.82		-0.0735356
0.879		0.84		-0.0977475
0.879		0.86		-0.130835
0.879		0.88		-0.0476902
0.879		0.9		0.0660816
0.879		0.92		0.117775
0.879		0.94		0.119473
0.879		0.96		0.242616
0.879		0.98		0.220247
0.879		1		0.257682
0.879		1.02		0.483779
0.879		1.04		0.371894
0.879		1.06		0.409629
0.879		1.08		0.575609
0.879		1.1		0.596184
0.879		1.12		0.707452
0.879		1.14		0.819757
0.879		1.16		1.02773
0.879		1.18		1.22608
0.879		1.2		1.19029
0.879		1.22		1.3033
0.879		1.24		1.48269
0.879		1.26		1.82871
0.879		1.28		1.89713
0.879		1.3		2.14571
0.879		1.32		1.9674
0.879		1.34		2.58245
0.879		1.36		1.93101
0.879		1.38		2.50033
0.879		1.4		2.69936
0.879		1.42		3.15142
0.879		1.44		3.26806
0.879		1.46		4.06443
0.879		1.48		3.99858
0.879		1.5		3.95927
0.879		1.52		4.34431
0.879		1.54		4.74111
0.879		1.56		4.94757
0.879		1.58		5.07659
0.879		1.6		5.59402
0.879		1.62		5.66737
0.879		1.64		6.16003
0.879		1.66		7.50633
0.879		1.68		6.83416
0.879		1.7		6.87974
0.879		1.72		7.82565
0.879		1.74		8.01787
0.879		1.76		9.01564
0.879		1.78		8.34867
0.879		1.8		10.004
0.879		1.82		10.1037
0.879		1.84		10.1554
0.879		1.86		10.5063
0.879		1.88		11.3749
0.879		1.9		11.9325
0.879		1.92		12.0223
0.879		1.94		13.0227
0.879		1.96		13.5928
0.879		1.98		14.4574
0.898		0		-0.20331
0.898		0.02		-0.186116
0.898		0.04		-0.221515
0.898		0.06		-0.208426
0.898		0.08		-0.198785
0.898		0.1		-0.216287
0.898		0.12		-0.20017
0.898		0.14		-0.213336
0.898		0.16		-0.234496
0.898		0.18		-0.208199
0.898		0.2		-0.187313
0.898		0.22		-0.229161
0.898		0.24		-0.253684
0.898		0.26		-0.189443
0.898		0.28		-0.192429
0.898		0.3		-0.21075
0.898		0.32		-0.19
0.898		0.34		-0.242025
0.898		0.36		-0.250194
0.898		0.38		-0.263846
0.898		0.4		-0.237319
0.898		0.42		-0.24365
0.898		0.44		-0.300886
0.898		0.46		-0.23101
0.898		0.48		-0.288656
0.898		0.5		-0.286301
0.898		0.52		-0.282874
0.898		0.54		-0.21818
0.898		0.56		-0.237453
0.898		0.58		-0.302373
0.898		0.6		-0.248037
0.898		0.62		-0.252164
0.898		0.64		-0.269492
0.898		0.66		-0.281771
0.898		0.68		-0.263443
0.898		0.7		-0.23384
0.898		0.72		-0.199675
0.898		0.74		-0.128838
0.898		0.76		-0.213936
0.898		0.78		-0.169665
0.898		0.8		-0.224562
0.898		0.82		-0.105573
0.898		0.84		-0.00938078
0.898		0.86		0.0646686
0.898		0.88		0.0769333
0.898		0.9		0.0463664
0.898		0.92		0.185826
0.898		0.94		0.0848946
0.898		0.96		0.181259
0.898		0.98		0.297693
0.898		1		0.405993
0.898		1.02		0.466089
0.898		1.04		0.35696
0.898		1.06		0.530237
0.898		1.08		0.580496
0.898		1.1		0.699374
0.898		1.12		0.775066
0.898		1.14		0.94348
0.898		1.16		1.15556
0.898		1.18		1.13127
0.898		1.2		1.54039
0.898		1.22		1.21517
0.898		1.24		1.68736
0.898		1.26		1.76166
0.898		1.28		1.73388
0.898		1.3		2.06016
0.898		1.32		2.35853
0.898		1.34		2.60897
0.898		1.36		2.48416
0.898		1.38		2.67
0.898		1.4		3.42351
0.898		1.42		3.41569
0.898		1.44		3.48724
0.898		1.46		3.68145
0.898		1.48		4.19637
0.898		1.5		4.40127
0.898		1.52		4.45171
0.898		1.54		4.76836
0.898		1.56		4.92627
0.898		1.58		5.48486
0.898		1.6		5.7849
0.898		1.62		5.51106
0.898		1.64		6.01234
0.898		1.66		6.80685
0.898		1.68		7.08173
0.898		1.7		7.65041
0.898		1.72		8.73852
0.898		1.74		8.31221
0.898		1.76		8.73153
0.898		1.78		9.75707
0.898		1.8		9.72966
0.898		1.82		10.4248
0.898		1.84		11.1266
0.898		1.86		11.6169
0.898		1.88		11.5794
0.898		1.9		12.4417
0.898		1.92		12.9157
0.898		1.94		13.5691
0.898		1.96		14.5958
0.898		1.98		14.5944
0.917		0		-0.190402
0.917		0.02		-0.223229
0.917		0.04		-0.251871
0.917		0.06		-0.194501
0.917		0.08		-0.227246
0.917		0.1		-0.235146
0.917		0.12		-0.22678
0.917		0.14		-0.227796
0.917		0.16		-0.272615
0.917		0.18		-0.233202
0.917		0.2		-0.199946
0.917		0.22		-0.212848
0.917		0.24		-0.253487
0.917		0.26		-0.238465
0.917		0.28		-0.256998
0.917		0.3		-0.253476
0.917		0.32		-0.263878
0.917		0.34		-0.248284
0.917		0.36		-0.226364
0.917		0.38		-0.242886
0.917		0.4		-0.253039
0.917		0.42		-0.235574
0.917		0.44		-0.265757
0.917		0.46		-0.276407
0.917		0.48		-0.26309
0.917		0.5		-0.309543
0.917		0.52		-0.29098
0.917		0.54		-0.266439
0.917		0.56		-0.27315
0.917		0.58		-0.258289
0.917		0.6		-0.254826
0.917		0.62		-0.250485
0.917		0.64		-0.154914
0.917		0.66		-0.169852
0.917		0.68		-0.194581
0.917		0.7		-0.190448
0.917		0.72		-0.180168
0.917		0.74		-0.0996323
0.917		0.76		-0.129673
0.917		0.78		-0.0722969
0.917		0.8		-0.13339
0.917		0.82		0.0168318
0.917		0.84		-0.00914465
0.917		0.86		0.027643
0.917		0.88		-0.000451227
0.917		0.9		0.124329
0.917		0.92		0.100872
0.917		0.94		0.298928
0.917		0.96		0.257726
0.917		0.98		0.412039
0.917		1		0.525024
0.917		1.02		0.584746
0.917		1.04		0.367365
0.917		1.06		0.44552
0.917		1.08		0.743586
0.917		1.1		0.898704
0.917		1.12		1.10731
0.917		1.14		0.8553
0.917		1.16		1.22097
0.917		1.18		1.45263
0.917		1.2		1.37362
0.917		1.22		1.39351
0.917		1.24		1.84811
0.917		1.26		2.15772
0.917		1.28		1.98371
0.917		1.3		2.18606
0.917		1.32		2.50632
0.917		1.34		2.57471
0.917		1.36		2.8813
0.917		1.38		3.06355
0.917		1.4		3.43244
0.917		1.42		3.34557
0.917		1.44		3.79854
0.917		1.46		3.68531
0.917		1.48		4.15153
0.917		1.5		4.68348
0.917		1.52		5.04056
0.917		1.54		4.91038
0.917		1.56		5.21582
0.917		1.58		5.57558
0.917		1.6		6.19423
0.917		1.62		6.32429
0.917		1.64		7.72546
0.917		1.66		7.26812
0.917		1.68		8.13831
0.917		1.7		7.77935
0.917		1.72		8.20278
0.917		1.74		8.98577
0.917		1.76		9.53682
0.917		1.78		9.83562
0.917		1.8		9.8178
0.917		1.82		10.9165
0.917		1.84		11.4241
0.917		1.86		11.3085
0.917		1.88		12.4141
0.917		1.9		12.9028
0.917		1.92		13.2975
0.917		1.94		14.0751
0.917		1.96		14.6854
0.917		1.98		14.6032
0.936		0		-0.206775
0.936		0.02		-0.226415
0.936		0.04		-0.254793
0.936		0.06		-0.22109
0.936		0.08		-0.227426
0.936		0.1		-0.245879
0.936		0.12		-0.192197
0.936		0.14		-0.277402
0.936		0.16		-0.216507
0.936		0.18		-0.226585
0.936		0.2		-0.262391
0.936		0.22		-0.242367
0.936		0.24		-0.267413
0.936		0.26		-0.238606
0.936		0.28		-0.247824
0.936		0.3		-0.26616
0.936		0.32		-0.264342
0.936		0.34		-0.273712
0.936		0.36		-0.278153
0.936		0.38		-0.258393
0.936		0.4		-0.259531
0.936		0.42		-0.275073
0.936		0.44		-0.203359
0.936		0.46		-0.255551
0.936		0.48		-0.284386
0.936		0.5		-0.251916
0.936		0.52		-0.302395
0.936		0.54		-0.235127
0.936		0.56		-0.264048
0.936		0.58		-0.24023
0.936		0.6		-0.230478
0.936		0.62		-0.214004
0.936		0.64		-0.18473
0.936		0.66		-0.194182
0.936		0.68		-0.14932
0.936		0.7		-0.168271
0.936		0.72		-0.144296
0.936		0.74		-0.125827
0.936		0.76		-0.168702
0.936		0.78		-0.101063
0.936		0.8		0.048612
0.936		0.82		-0.0258681
0.936		0.84		-0.0341742
0.936		0.86		0.107634
0.936		0.88		0.187986
0.936		0.9		0.152937
0.936		0.92		0.197118
0.936		0.94		0.394472
0.936		0.96		0.350909
0.936		0.98		0.305812
0.936		1		0.476227
0.936		1.02		0.434377
0.936		1.04		0.621388
0.936		1.06		0.878764
0.936		1.08		0.859322
0.936		1.1		0.926167
0.936		1.12		0.947366
0.936		1.14		1.16573
0.936		1.16		1.21777
0.936		1.18		1.36578
0.936		1.2		1.4921
0.936		1.22		1.82932
0.936		1.24		1.9787
0.936		1.26		1.86795
0.936		1.28		2.02862
0.936		1.3		2.09649
0.936		1.32		2.49611
0.936		1.34		2.56775
0.936		1.36		2.82676
0.936		1.38		3.31672
0.936		1.4		3.49213
0.936		1.42		3.45945
0.936		1.44		4.08527
0.936		1.46		3.53433
0.936		1.48		4.61372
0.936		1.5		5.31563
0.936		1.52		5.01905
0.936		1.54		5.2126
0.936		1.56		6.20284
0.936		1.58		5.58089
0.936		1.6		6.5379
0.936		1.62		6.61832
0.936		1.64		6.808
0.936		1.66		7.86221
0.936		1.68		7.19016
0.936		1.7		7.61098
0.936		1.72		8.57892
0.936		1.74		8.86292
0.936		1.76		9.55157
0.936		1.78		9.68161
0.936		1.8		10.0517
0.936		1.82		11.4136
0.936		1.84		11.9306
0.936		1.86		11.9932
0.936		1.88		12.0286
0.936		1.9		13.0698
0.936		1.92		13.1724
0.936		1.94		14.6348
0.936		1.96		15.2496
0.936		1.98		15.1905
0.955		0		-0.239903
0.955		0.02		-0.238649
0.955		0.04		-0.197823
0.955		0.06		-0.224969
0.955		0.08		-0.237556
0.955		0.1		-0.222686
0.955		0.12		-0.274375
0.955		0.14		-0.231977
0.955		0.16		-0.215661
0.955		0.18		-0.245625
0.955		0.2		-0.224515
0.955		0.22		-0.221191
0.955		0.24		-0.247433
0.955		0.26		-0.261849
0.955		0.28		-0.277797
0.955		0.3		-0.223608
0.955		0.32		-0.200113
0.955		0.34		-0.250267
0.955		0.36		-0.278886
0.955		0.38		-0.257104
0.955		0.4		-0.256477
0.955		0.42		-0.252199
0.955		0.44		-0.235449
0.955		0.46		-0.217717
0.955		0.48		-0.202488
0.955		0.5		-0.216093
0.955		0.52		-0.249378
0.955		0.54		-0.269735
0.955		0.56		-0.182579
0.955		0.58		-0.231913
